,duration,protocol_type,service,flag,logged_in,count,srv_count,serror_rate,dst_host_srv_count,dst_host_srv_serror_rate,labels
22,0.0,b'tcp',b'http',b'SF',1,12.0,12.0,0.0,229.0,0.0,False
23,0.0,b'tcp',b'http',b'SF',1,3.0,3.0,0.0,239.0,0.0,False
24,0.0,b'tcp',b'http',b'SF',1,13.0,13.0,0.0,249.0,0.0,False
25,0.0,b'tcp',b'http',b'SF',1,23.0,23.0,0.0,255.0,0.0,False
26,0.0,b'tcp',b'http',b'SF',1,2.0,2.0,0.0,255.0,0.0,False
27,0.0,b'tcp',b'http',b'SF',1,1.0,1.0,0.0,255.0,0.0,False
28,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,255.0,0.0,False
29,0.0,b'tcp',b'http',b'SF',1,2.0,10.0,0.0,255.0,0.0,False
30,0.0,b'tcp',b'http',b'SF',1,3.0,3.0,0.0,255.0,0.0,False
32,0.0,b'tcp',b'http',b'SF',1,2.0,25.0,0.0,255.0,0.0,False
33,0.0,b'tcp',b'http',b'SF',1,3.0,13.0,0.0,255.0,0.0,False
42,0.0,b'tcp',b'http',b'SF',1,2.0,13.0,0.0,255.0,0.0,False
43,0.0,b'tcp',b'http',b'SF',1,4.0,14.0,0.0,255.0,0.0,False
46,0.0,b'tcp',b'http',b'SF',1,4.0,4.0,0.0,255.0,0.0,False
50,0.0,b'tcp',b'http',b'SF',1,4.0,5.0,0.0,255.0,0.0,False
51,0.0,b'tcp',b'http',b'SF',1,8.0,8.0,0.0,255.0,0.0,False
52,0.0,b'tcp',b'http',b'SF',1,18.0,18.0,0.0,255.0,0.0,False
53,0.0,b'tcp',b'http',b'SF',1,28.0,28.0,0.0,255.0,0.0,False
54,0.0,b'tcp',b'http',b'SF',1,10.0,10.0,0.0,255.0,0.0,False
55,0.0,b'tcp',b'http',b'SF',1,7.0,7.0,0.0,255.0,0.0,False
58,0.0,b'tcp',b'http',b'SF',1,9.0,10.0,0.0,255.0,0.0,False
59,0.0,b'tcp',b'http',b'SF',1,19.0,20.0,0.0,255.0,0.0,False
62,0.0,b'tcp',b'http',b'SF',1,16.0,17.0,0.0,255.0,0.0,False
64,0.0,b'tcp',b'http',b'SF',1,17.0,17.0,0.0,255.0,0.0,False
69,0.0,b'tcp',b'http',b'SF',1,10.0,20.0,0.0,255.0,0.0,False
70,0.0,b'tcp',b'http',b'SF',1,6.0,34.0,0.0,255.0,0.0,False
71,0.0,b'tcp',b'http',b'SF',1,16.0,33.0,0.0,255.0,0.0,False
73,0.0,b'tcp',b'http',b'SF',1,17.0,18.0,0.0,255.0,0.0,False
74,0.0,b'tcp',b'http',b'SF',1,27.0,28.0,0.0,255.0,0.0,False
75,0.0,b'tcp',b'http',b'SF',1,4.0,10.0,0.0,255.0,0.0,False
76,0.0,b'tcp',b'http',b'SF',1,14.0,20.0,0.0,255.0,0.0,False
77,0.0,b'tcp',b'http',b'SF',1,5.0,19.0,0.0,255.0,0.0,False
78,0.0,b'tcp',b'http',b'SF',1,15.0,34.0,0.0,255.0,0.0,False
80,0.0,b'tcp',b'http',b'SF',1,16.0,16.0,0.0,255.0,0.0,False
82,0.0,b'tcp',b'http',b'SF',1,3.0,9.0,0.0,255.0,0.0,False
83,0.0,b'tcp',b'http',b'SF',1,13.0,19.0,0.0,255.0,0.0,False
84,0.0,b'tcp',b'http',b'SF',1,9.0,14.0,0.0,255.0,0.0,False
85,0.0,b'tcp',b'http',b'SF',1,5.0,5.0,0.0,255.0,0.0,False
87,0.0,b'tcp',b'http',b'SF',1,11.0,11.0,0.0,255.0,0.0,False
89,0.0,b'tcp',b'http',b'SF',1,12.0,12.0,0.0,255.0,0.0,False
91,0.0,b'tcp',b'http',b'SF',1,4.0,7.0,0.0,255.0,0.0,False
92,0.0,b'tcp',b'http',b'SF',1,14.0,18.0,0.0,255.0,0.0,False
94,0.0,b'tcp',b'http',b'SF',1,2.0,11.0,0.0,255.0,0.0,False
96,0.0,b'tcp',b'http',b'SF',1,22.0,22.0,0.0,255.0,0.0,False
97,0.0,b'tcp',b'http',b'SF',1,1.0,26.0,0.0,255.0,0.0,False
100,0.0,b'tcp',b'http',b'SF',1,4.0,23.0,0.0,255.0,0.0,False
104,0.0,b'tcp',b'http',b'SF',1,2.0,34.0,0.0,255.0,0.0,False
108,0.0,b'tcp',b'http',b'SF',1,14.0,14.0,0.0,255.0,0.0,False
109,0.0,b'tcp',b'http',b'SF',1,10.0,29.0,0.0,255.0,0.0,False
115,0.0,b'tcp',b'http',b'SF',1,10.0,14.0,0.0,255.0,0.0,False
116,0.0,b'tcp',b'http',b'SF',1,3.0,8.0,0.0,255.0,0.0,False
121,0.0,b'tcp',b'http',b'SF',1,3.0,17.0,0.0,255.0,0.0,False
128,0.0,b'tcp',b'http',b'SF',1,4.0,4.0,0.25,255.0,0.0,False
138,0.0,b'tcp',b'http',b'SF',1,13.0,13.0,0.0,255.0,0.0,False
142,0.0,b'tcp',b'http',b'SF',1,3.0,6.0,0.0,255.0,0.0,False
148,0.0,b'tcp',b'http',b'SF',1,1.0,1.0,0.0,255.0,0.01,False
149,0.0,b'tcp',b'http',b'SF',1,4.0,4.0,0.0,255.0,0.01,False
150,0.0,b'tcp',b'http',b'SF',1,2.0,2.0,0.0,255.0,0.01,False
151,0.0,b'tcp',b'http',b'SF',1,12.0,12.0,0.0,255.0,0.01,False
153,0.0,b'tcp',b'http',b'SF',1,7.0,7.0,0.0,255.0,0.01,False
161,0.0,b'tcp',b'http',b'SF',1,2.0,5.0,0.0,255.0,0.0,False
162,0.0,b'tcp',b'http',b'SF',1,12.0,15.0,0.0,255.0,0.0,False
165,0.0,b'tcp',b'http',b'SF',1,4.0,6.0,0.0,255.0,0.0,False
173,0.0,b'tcp',b'http',b'SF',1,9.0,9.0,0.0,255.0,0.0,False
188,0.0,b'tcp',b'http',b'SF',1,5.0,18.0,0.0,255.0,0.0,False
193,0.0,b'tcp',b'http',b'SF',1,8.0,27.0,0.0,255.0,0.0,False
195,0.0,b'tcp',b'http',b'SF',1,15.0,15.0,0.0,255.0,0.0,False
196,0.0,b'tcp',b'http',b'SF',1,10.0,12.0,0.0,255.0,0.0,False
201,0.0,b'tcp',b'http',b'SF',1,13.0,18.0,0.0,255.0,0.0,False
202,0.0,b'tcp',b'http',b'SF',1,6.0,24.0,0.0,255.0,0.0,False
206,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,7.0,0.0,False
207,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,12.0,0.0,False
208,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,19.0,0.0,False
209,0.0,b'tcp',b'finger',b'SF',0,1.0,1.0,0.0,5.0,0.0,False
210,0.0,b'tcp',b'smtp',b'SF',1,1.0,2.0,0.0,26.0,0.0,False
211,0.0,b'tcp',b'smtp',b'SF',1,2.0,2.0,0.0,35.0,0.0,False
212,0.0,b'tcp',b'smtp',b'SF',1,2.0,1.0,0.0,41.0,0.0,False
213,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,14.0,0.0,False
214,0.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,15.0,0.0,False
215,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,64.0,0.0,False
216,1.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,72.0,0.0,False
217,0.0,b'udp',b'domain_u',b'SF',0,1.0,4.0,0.0,21.0,0.0,False
218,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,82.0,0.0,False
219,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,26.0,0.0,False
220,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,95.0,0.0,False
221,0.0,b'tcp',b'auth',b'SF',1,3.0,1.0,0.0,12.0,0.0,False
222,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,104.0,0.0,False
223,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,108.0,0.0,False
224,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,35.0,0.0,False
225,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,118.0,0.0,False
226,0.0,b'udp',b'domain_u',b'SF',0,1.0,4.0,0.0,41.0,0.0,False
227,0.0,b'tcp',b'auth',b'SF',1,2.0,1.0,0.0,17.0,0.0,False
228,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,33.0,0.0,False
229,0.0,b'tcp',b'http',b'SF',1,5.0,9.0,0.0,33.0,0.0,False
230,0.0,b'tcp',b'http',b'SF',1,1.0,13.0,0.0,33.0,0.0,False
231,0.0,b'tcp',b'http',b'SF',1,11.0,23.0,0.0,36.0,0.0,False
232,0.0,b'tcp',b'http',b'SF',1,2.0,2.0,0.0,46.0,0.0,False
233,0.0,b'tcp',b'http',b'SF',1,5.0,5.0,0.0,56.0,0.0,False
234,0.0,b'tcp',b'http',b'SF',1,8.0,8.0,0.0,66.0,0.0,False
235,0.0,b'tcp',b'http',b'SF',1,7.0,7.0,0.0,76.0,0.0,False
236,0.0,b'tcp',b'http',b'SF',1,2.0,2.0,0.0,86.0,0.0,False
237,0.0,b'tcp',b'http',b'SF',1,11.0,11.0,0.0,96.0,0.0,False
238,0.0,b'tcp',b'http',b'SF',1,10.0,14.0,0.0,106.0,0.0,False
239,0.0,b'tcp',b'http',b'SF',1,8.0,10.0,0.0,116.0,0.0,False
240,0.0,b'tcp',b'http',b'SF',1,7.0,42.0,0.0,126.0,0.0,False
241,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,136.0,0.0,False
242,0.0,b'tcp',b'http',b'SF',1,5.0,14.0,0.0,146.0,0.0,False
243,0.0,b'tcp',b'http',b'SF',1,2.0,2.0,0.0,156.0,0.0,False
244,0.0,b'tcp',b'http',b'SF',1,2.0,3.0,0.0,166.0,0.0,False
245,0.0,b'tcp',b'http',b'SF',1,9.0,9.0,0.0,176.0,0.0,False
246,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,186.0,0.0,False
247,0.0,b'tcp',b'http',b'SF',1,5.0,5.0,0.0,196.0,0.0,False
248,0.0,b'tcp',b'http',b'SF',1,1.0,1.0,0.0,206.0,0.0,False
249,0.0,b'tcp',b'http',b'SF',1,10.0,10.0,0.0,216.0,0.0,False
250,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,226.0,0.0,False
251,0.0,b'tcp',b'http',b'SF',1,5.0,22.0,0.0,236.0,0.0,False
252,0.0,b'tcp',b'http',b'SF',1,4.0,4.0,0.0,246.0,0.0,False
279,0.0,b'tcp',b'http',b'SF',1,9.0,11.0,0.0,255.0,0.0,False
280,0.0,b'tcp',b'http',b'SF',1,5.0,7.0,0.0,255.0,0.0,False
311,0.0,b'tcp',b'http',b'SF',1,19.0,19.0,0.0,255.0,0.0,False
316,0.0,b'tcp',b'http',b'SF',1,1.0,6.0,0.0,255.0,0.0,False
317,0.0,b'tcp',b'http',b'SF',1,11.0,16.0,0.0,255.0,0.0,False
329,0.0,b'tcp',b'http',b'SF',1,1.0,17.0,0.0,255.0,0.0,False
330,0.0,b'tcp',b'http',b'SF',1,10.0,15.0,0.0,255.0,0.0,False
331,0.0,b'tcp',b'http',b'SF',1,20.0,25.0,0.0,255.0,0.0,False
332,0.0,b'tcp',b'http',b'SF',1,10.0,11.0,0.0,255.0,0.0,False
343,0.0,b'tcp',b'http',b'SF',1,19.0,19.0,0.11,255.0,0.01,False
344,0.0,b'tcp',b'http',b'SF',1,5.0,11.0,0.0,255.0,0.01,False
345,0.0,b'tcp',b'http',b'SF',1,15.0,25.0,0.0,255.0,0.01,False
346,0.0,b'tcp',b'http',b'SF',1,1.0,5.0,0.0,255.0,0.01,False
348,0.0,b'tcp',b'http',b'SF',1,2.0,30.0,0.0,255.0,0.01,False
350,0.0,b'tcp',b'http',b'SF',1,4.0,5.0,0.0,255.0,0.01,False
352,0.0,b'tcp',b'http',b'SF',1,11.0,11.0,0.0,255.0,0.01,False
353,0.0,b'tcp',b'http',b'SF',1,8.0,8.0,0.0,255.0,0.01,False
355,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,255.0,0.01,False
356,0.0,b'tcp',b'http',b'SF',1,9.0,9.0,0.0,255.0,0.01,False
357,0.0,b'tcp',b'http',b'SF',1,6.0,25.0,0.0,255.0,0.01,False
358,0.0,b'tcp',b'http',b'SF',1,3.0,3.0,0.0,255.0,0.01,False
361,0.0,b'tcp',b'http',b'SF',1,26.0,26.0,0.0,255.0,0.0,False
362,0.0,b'tcp',b'http',b'SF',1,36.0,36.0,0.0,255.0,0.0,False
370,0.0,b'tcp',b'http',b'SF',1,6.0,16.0,0.0,255.0,0.0,False
371,0.0,b'tcp',b'http',b'SF',1,16.0,26.0,0.0,255.0,0.0,False
372,0.0,b'tcp',b'http',b'SF',1,26.0,36.0,0.0,255.0,0.0,False
383,79.0,b'tcp',b'http',b'SF',1,3.0,3.0,0.0,255.0,0.0,False
389,0.0,b'tcp',b'http',b'SF',1,7.0,8.0,0.0,255.0,0.0,False
394,0.0,b'tcp',b'http',b'SF',1,21.0,23.0,0.0,255.0,0.0,False
395,0.0,b'tcp',b'http',b'SF',1,31.0,33.0,0.0,255.0,0.0,False
396,0.0,b'tcp',b'http',b'SF',1,1.0,2.0,0.0,255.0,0.0,False
397,0.0,b'tcp',b'http',b'SF',1,2.0,9.0,0.0,255.0,0.0,False
398,0.0,b'tcp',b'http',b'SF',1,2.0,33.0,0.0,255.0,0.0,False
399,0.0,b'tcp',b'http',b'SF',1,3.0,10.0,0.0,255.0,0.0,False
400,0.0,b'tcp',b'http',b'SF',1,3.0,4.0,0.0,255.0,0.0,False
402,0.0,b'tcp',b'http',b'SF',1,2.0,6.0,0.0,255.0,0.0,False
406,0.0,b'tcp',b'http',b'SF',1,3.0,11.0,0.0,255.0,0.0,False
409,0.0,b'tcp',b'http',b'SF',1,4.0,11.0,0.0,255.0,0.0,False
411,0.0,b'tcp',b'http',b'SF',1,2.0,8.0,0.0,255.0,0.0,False
412,0.0,b'tcp',b'http',b'SF',1,3.0,7.0,0.0,255.0,0.0,False
414,0.0,b'tcp',b'http',b'SF',1,3.0,12.0,0.0,255.0,0.0,False
417,0.0,b'tcp',b'http',b'SF',1,5.0,8.0,0.0,255.0,0.0,False
421,0.0,b'tcp',b'http',b'SF',1,12.0,13.0,0.0,255.0,0.0,False
422,0.0,b'tcp',b'http',b'SF',1,9.0,12.0,0.0,255.0,0.0,False
424,0.0,b'tcp',b'http',b'SF',1,7.0,39.0,0.0,255.0,0.0,False
426,0.0,b'tcp',b'http',b'SF',1,3.0,24.0,0.0,255.0,0.0,False
429,0.0,b'tcp',b'http',b'SF',1,5.0,6.0,0.0,255.0,0.0,False
433,0.0,b'tcp',b'http',b'SF',1,11.0,15.0,0.0,255.0,0.0,False
434,0.0,b'tcp',b'http',b'SF',1,10.0,23.0,0.0,255.0,0.0,False
435,0.0,b'tcp',b'http',b'SF',1,9.0,34.0,0.0,255.0,0.0,False
436,0.0,b'tcp',b'http',b'SF',1,8.0,9.0,0.0,255.0,0.0,False
437,0.0,b'tcp',b'http',b'SF',1,6.0,11.0,0.0,255.0,0.0,False
438,0.0,b'tcp',b'http',b'SF',1,6.0,9.0,0.0,255.0,0.0,False
444,0.0,b'tcp',b'http',b'SF',1,8.0,11.0,0.0,255.0,0.0,False
445,0.0,b'tcp',b'http',b'SF',1,6.0,13.0,0.0,255.0,0.0,False
446,0.0,b'tcp',b'http',b'SF',1,5.0,17.0,0.0,255.0,0.0,False
448,0.0,b'tcp',b'http',b'SF',1,2.0,7.0,0.0,255.0,0.0,False
449,0.0,b'tcp',b'http',b'SF',1,2.0,4.0,0.0,255.0,0.0,False
450,0.0,b'tcp',b'http',b'SF',1,12.0,14.0,0.0,255.0,0.0,False
451,0.0,b'tcp',b'http',b'SF',1,9.0,13.0,0.0,255.0,0.0,False
454,0.0,b'tcp',b'http',b'SF',1,6.0,7.0,0.0,255.0,0.0,False
458,0.0,b'tcp',b'http',b'SF',1,3.0,5.0,0.0,255.0,0.0,False
459,0.0,b'tcp',b'http',b'SF',1,2.0,3.0,0.0,255.0,0.0,False
463,0.0,b'tcp',b'http',b'SF',1,11.0,12.0,0.0,255.0,0.0,False
466,0.0,b'tcp',b'http',b'SF',1,8.0,12.0,0.0,255.0,0.0,False
491,0.0,b'tcp',b'http',b'SF',1,10.0,13.0,0.0,255.0,0.0,False
493,0.0,b'tcp',b'http',b'SF',1,6.0,8.0,0.0,255.0,0.0,False
501,0.0,b'tcp',b'http',b'SF',1,1.0,11.0,0.0,255.0,0.0,False
510,0.0,b'tcp',b'http',b'SF',1,14.0,16.0,0.0,255.0,0.0,False
512,0.0,b'tcp',b'http',b'SF',1,20.0,21.0,0.0,255.0,0.0,False
515,0.0,b'tcp',b'http',b'SF',1,21.0,21.0,0.0,255.0,0.0,False
519,0.0,b'tcp',b'http',b'SF',1,4.0,17.0,0.0,255.0,0.0,False
525,0.0,b'tcp',b'http',b'SF',1,16.0,21.0,0.0,255.0,0.0,False
531,0.0,b'tcp',b'http',b'SF',1,7.0,25.0,0.0,255.0,0.0,False
539,102.0,b'tcp',b'http',b'SF',1,4.0,7.0,0.0,255.0,0.0,False
547,0.0,b'tcp',b'http',b'SF',1,24.0,24.0,0.0,255.0,0.0,False
550,0.0,b'tcp',b'http',b'SF',1,28.0,29.0,0.0,255.0,0.0,False
551,0.0,b'tcp',b'http',b'SF',1,37.0,38.0,0.0,255.0,0.0,False
555,0.0,b'tcp',b'http',b'SF',1,31.0,31.0,0.0,255.0,0.0,False
556,0.0,b'tcp',b'http',b'SF',1,34.0,34.0,0.0,255.0,0.0,False
560,0.0,b'tcp',b'http',b'SF',1,32.0,32.0,0.0,255.0,0.0,False
572,0.0,b'tcp',b'http',b'SF',1,29.0,29.0,0.0,255.0,0.0,False
573,0.0,b'tcp',b'http',b'SF',1,39.0,39.0,0.0,255.0,0.0,False
576,0.0,b'tcp',b'http',b'SF',1,25.0,25.0,0.0,255.0,0.0,False
577,0.0,b'tcp',b'http',b'SF',1,35.0,35.0,0.0,255.0,0.0,False
581,0.0,b'tcp',b'http',b'SF',1,34.0,34.0,0.03,255.0,0.0,False
582,0.0,b'tcp',b'http',b'SF',0,3.0,3.0,0.0,255.0,0.0,False
585,0.0,b'tcp',b'http',b'SF',1,10.0,10.0,0.0,255.0,0.01,False
586,0.0,b'tcp',b'http',b'SF',1,19.0,19.0,0.0,255.0,0.01,False
587,0.0,b'tcp',b'http',b'SF',1,28.0,28.0,0.0,255.0,0.01,False
588,0.0,b'tcp',b'http',b'SF',1,37.0,37.0,0.0,255.0,0.01,False
589,0.0,b'tcp',b'http',b'SF',1,17.0,17.0,0.0,255.0,0.01,False
590,0.0,b'tcp',b'http',b'SF',1,27.0,27.0,0.0,255.0,0.01,False
593,0.0,b'tcp',b'http',b'SF',1,16.0,16.0,0.0,255.0,0.01,False
594,0.0,b'tcp',b'http',b'SF',1,26.0,26.0,0.0,255.0,0.01,False
595,0.0,b'tcp',b'http',b'SF',1,36.0,36.0,0.0,255.0,0.01,False
596,0.0,b'tcp',b'http',b'SF',1,5.0,6.0,0.0,255.0,0.01,False
599,0.0,b'tcp',b'http',b'SF',1,12.0,30.0,0.0,255.0,0.01,False
600,0.0,b'tcp',b'http',b'SF',1,21.0,39.0,0.0,255.0,0.01,False
601,0.0,b'tcp',b'http',b'SF',1,30.0,48.0,0.0,255.0,0.01,False
602,0.0,b'tcp',b'http',b'SF',1,39.0,57.0,0.0,255.0,0.01,False
603,0.0,b'tcp',b'http',b'SF',1,15.0,15.0,0.0,255.0,0.01,False
604,0.0,b'tcp',b'http',b'SF',1,25.0,25.0,0.0,255.0,0.01,False
605,0.0,b'tcp',b'http',b'SF',1,35.0,35.0,0.0,255.0,0.01,False
608,0.0,b'tcp',b'http',b'SF',1,16.0,20.0,0.0,255.0,0.0,False
609,0.0,b'tcp',b'http',b'SF',1,25.0,30.0,0.0,255.0,0.0,False
619,0.0,b'tcp',b'http',b'SF',1,37.0,37.0,0.0,255.0,0.0,False
622,0.0,b'tcp',b'http',b'SF',1,1.0,4.0,0.0,255.0,0.0,False
631,0.0,b'tcp',b'http',b'SF',1,13.0,17.0,0.0,255.0,0.0,False
632,0.0,b'tcp',b'http',b'SF',1,22.0,28.0,0.0,255.0,0.0,False
633,0.0,b'tcp',b'http',b'SF',1,3.0,20.0,0.0,255.0,0.0,False
634,0.0,b'tcp',b'http',b'SF',1,13.0,30.0,0.0,255.0,0.0,False
635,0.0,b'tcp',b'http',b'SF',1,23.0,40.0,0.0,255.0,0.0,False
636,0.0,b'tcp',b'http',b'SF',1,33.0,50.0,0.0,255.0,0.0,False
638,0.0,b'tcp',b'http',b'SF',1,12.0,16.0,0.0,255.0,0.0,False
642,0.0,b'tcp',b'http',b'SF',1,21.0,26.0,0.0,255.0,0.0,False
646,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.17,255.0,0.0,False
647,0.0,b'tcp',b'http',b'SF',1,16.0,16.0,0.06,255.0,0.0,False
648,0.0,b'tcp',b'http',b'SF',1,26.0,26.0,0.04,255.0,0.0,False
649,0.0,b'tcp',b'http',b'SF',1,36.0,36.0,0.03,255.0,0.0,False
650,0.0,b'tcp',b'http',b'SF',1,19.0,25.0,0.0,255.0,0.0,False
653,0.0,b'tcp',b'http',b'SF',1,27.0,27.0,0.0,255.0,0.0,False
658,0.0,b'tcp',b'http',b'SF',1,18.0,19.0,0.0,255.0,0.0,False
664,0.0,b'tcp',b'http',b'SF',1,1.0,3.0,0.0,255.0,0.0,False
665,0.0,b'tcp',b'http',b'SF',1,11.0,13.0,0.0,255.0,0.0,False
667,0.0,b'tcp',b'http',b'SF',1,31.0,32.0,0.0,255.0,0.0,False
668,0.0,b'tcp',b'http',b'SF',1,41.0,42.0,0.0,255.0,0.0,False
670,0.0,b'tcp',b'http',b'SF',1,20.0,20.0,0.0,255.0,0.0,False
679,0.0,b'tcp',b'http',b'SF',1,19.0,22.0,0.0,255.0,0.0,False
680,0.0,b'tcp',b'http',b'SF',1,29.0,32.0,0.0,255.0,0.0,False
681,0.0,b'tcp',b'http',b'SF',1,39.0,42.0,0.0,255.0,0.0,False
686,0.0,b'tcp',b'http',b'SF',1,1.0,13.0,0.0,255.0,0.0,False
687,0.0,b'tcp',b'http',b'SF',1,11.0,23.0,0.0,255.0,0.0,False
694,0.0,b'tcp',b'http',b'SF',1,41.0,41.0,0.0,255.0,0.0,False
717,0.0,b'tcp',b'http',b'SF',1,38.0,38.0,0.0,255.0,0.0,False
724,1.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,2.0,0.0,False
725,0.0,b'tcp',b'smtp',b'SF',1,1.0,2.0,0.0,10.0,0.0,False
726,0.0,b'tcp',b'finger',b'SF',0,1.0,1.0,0.0,3.0,0.0,False
727,0.0,b'tcp',b'smtp',b'SF',1,1.0,4.0,0.0,26.0,0.0,False
728,1.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,34.0,0.0,False
729,1.0,b'tcp',b'smtp',b'SF',1,1.0,5.0,0.0,41.0,0.0,False
730,1.0,b'tcp',b'smtp',b'SF',1,1.0,5.0,0.0,50.0,0.0,False
731,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,6.0,0.0,False
732,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,16.0,0.0,False
733,8.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,26.0,0.0,False
734,7.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,36.0,0.0,False
735,0.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,46.0,0.0,False
736,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,56.0,0.0,False
737,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,66.0,0.0,False
738,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,76.0,0.0,False
739,0.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,85.0,0.0,False
740,4.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,95.0,0.0,False
741,0.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,54.0,0.0,False
742,0.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,64.0,0.0,False
743,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,72.0,0.0,False
746,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,86.0,0.0,False
747,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,92.0,0.0,False
748,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,100.0,0.0,False
749,0.0,b'tcp',b'smtp',b'SF',1,1.0,4.0,0.0,108.0,0.0,False
750,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,116.0,0.0,False
751,257.0,b'tcp',b'telnet',b'SF',1,1.0,1.0,0.0,15.0,0.13,False
752,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,117.0,0.0,False
753,1.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,120.0,0.0,False
754,0.0,b'tcp',b'smtp',b'SF',1,1.0,2.0,0.0,121.0,0.0,False
755,0.0,b'tcp',b'finger',b'SF',0,1.0,1.0,0.0,14.0,0.0,False
756,0.0,b'tcp',b'smtp',b'SF',1,1.0,4.0,0.0,119.0,0.0,False
757,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,120.0,0.0,False
