,duration,protocol_type,service,flag,logged_in,count,srv_count,serror_rate,dst_host_srv_count,dst_host_srv_serror_rate,labels
162,0.0,b'tcp',b'http',b'SF',1,12.0,15.0,0.0,255.0,0.0,True
165,0.0,b'tcp',b'http',b'SF',1,4.0,6.0,0.0,255.0,0.0,True
173,0.0,b'tcp',b'http',b'SF',1,9.0,9.0,0.0,255.0,0.0,True
188,0.0,b'tcp',b'http',b'SF',1,5.0,18.0,0.0,255.0,0.0,True
193,0.0,b'tcp',b'http',b'SF',1,8.0,27.0,0.0,255.0,0.0,True
195,0.0,b'tcp',b'http',b'SF',1,15.0,15.0,0.0,255.0,0.0,True
196,0.0,b'tcp',b'http',b'SF',1,10.0,12.0,0.0,255.0,0.0,True
201,0.0,b'tcp',b'http',b'SF',1,13.0,18.0,0.0,255.0,0.0,True
202,0.0,b'tcp',b'http',b'SF',1,6.0,24.0,0.0,255.0,0.0,True
206,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,7.0,0.0,True
207,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,12.0,0.0,True
208,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,19.0,0.0,True
209,0.0,b'tcp',b'finger',b'SF',0,1.0,1.0,0.0,5.0,0.0,True
210,0.0,b'tcp',b'smtp',b'SF',1,1.0,2.0,0.0,26.0,0.0,True
211,0.0,b'tcp',b'smtp',b'SF',1,2.0,2.0,0.0,35.0,0.0,True
212,0.0,b'tcp',b'smtp',b'SF',1,2.0,1.0,0.0,41.0,0.0,True
213,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,14.0,0.0,True
214,0.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,15.0,0.0,True
215,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,64.0,0.0,True
216,1.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,72.0,0.0,True
217,0.0,b'udp',b'domain_u',b'SF',0,1.0,4.0,0.0,21.0,0.0,True
218,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,82.0,0.0,True
219,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,26.0,0.0,True
220,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,95.0,0.0,True
221,0.0,b'tcp',b'auth',b'SF',1,3.0,1.0,0.0,12.0,0.0,True
222,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,104.0,0.0,True
223,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,108.0,0.0,True
224,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,35.0,0.0,True
225,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,118.0,0.0,True
226,0.0,b'udp',b'domain_u',b'SF',0,1.0,4.0,0.0,41.0,0.0,True
227,0.0,b'tcp',b'auth',b'SF',1,2.0,1.0,0.0,17.0,0.0,True
228,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,33.0,0.0,True
229,0.0,b'tcp',b'http',b'SF',1,5.0,9.0,0.0,33.0,0.0,True
230,0.0,b'tcp',b'http',b'SF',1,1.0,13.0,0.0,33.0,0.0,True
231,0.0,b'tcp',b'http',b'SF',1,11.0,23.0,0.0,36.0,0.0,True
232,0.0,b'tcp',b'http',b'SF',1,2.0,2.0,0.0,46.0,0.0,True
233,0.0,b'tcp',b'http',b'SF',1,5.0,5.0,0.0,56.0,0.0,True
234,0.0,b'tcp',b'http',b'SF',1,8.0,8.0,0.0,66.0,0.0,True
235,0.0,b'tcp',b'http',b'SF',1,7.0,7.0,0.0,76.0,0.0,True
236,0.0,b'tcp',b'http',b'SF',1,2.0,2.0,0.0,86.0,0.0,True
237,0.0,b'tcp',b'http',b'SF',1,11.0,11.0,0.0,96.0,0.0,True
238,0.0,b'tcp',b'http',b'SF',1,10.0,14.0,0.0,106.0,0.0,True
239,0.0,b'tcp',b'http',b'SF',1,8.0,10.0,0.0,116.0,0.0,True
240,0.0,b'tcp',b'http',b'SF',1,7.0,42.0,0.0,126.0,0.0,True
241,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,136.0,0.0,True
242,0.0,b'tcp',b'http',b'SF',1,5.0,14.0,0.0,146.0,0.0,True
243,0.0,b'tcp',b'http',b'SF',1,2.0,2.0,0.0,156.0,0.0,True
244,0.0,b'tcp',b'http',b'SF',1,2.0,3.0,0.0,166.0,0.0,True
245,0.0,b'tcp',b'http',b'SF',1,9.0,9.0,0.0,176.0,0.0,True
246,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,186.0,0.0,True
247,0.0,b'tcp',b'http',b'SF',1,5.0,5.0,0.0,196.0,0.0,True
248,0.0,b'tcp',b'http',b'SF',1,1.0,1.0,0.0,206.0,0.0,True
249,0.0,b'tcp',b'http',b'SF',1,10.0,10.0,0.0,216.0,0.0,True
250,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,226.0,0.0,True
251,0.0,b'tcp',b'http',b'SF',1,5.0,22.0,0.0,236.0,0.0,True
252,0.0,b'tcp',b'http',b'SF',1,4.0,4.0,0.0,246.0,0.0,True
279,0.0,b'tcp',b'http',b'SF',1,9.0,11.0,0.0,255.0,0.0,True
280,0.0,b'tcp',b'http',b'SF',1,5.0,7.0,0.0,255.0,0.0,True
311,0.0,b'tcp',b'http',b'SF',1,19.0,19.0,0.0,255.0,0.0,True
316,0.0,b'tcp',b'http',b'SF',1,1.0,6.0,0.0,255.0,0.0,True
317,0.0,b'tcp',b'http',b'SF',1,11.0,16.0,0.0,255.0,0.0,True
329,0.0,b'tcp',b'http',b'SF',1,1.0,17.0,0.0,255.0,0.0,True
330,0.0,b'tcp',b'http',b'SF',1,10.0,15.0,0.0,255.0,0.0,True
331,0.0,b'tcp',b'http',b'SF',1,20.0,25.0,0.0,255.0,0.0,True
332,0.0,b'tcp',b'http',b'SF',1,10.0,11.0,0.0,255.0,0.0,True
343,0.0,b'tcp',b'http',b'SF',1,19.0,19.0,0.11,255.0,0.01,True
344,0.0,b'tcp',b'http',b'SF',1,5.0,11.0,0.0,255.0,0.01,True
345,0.0,b'tcp',b'http',b'SF',1,15.0,25.0,0.0,255.0,0.01,True
346,0.0,b'tcp',b'http',b'SF',1,1.0,5.0,0.0,255.0,0.01,True
348,0.0,b'tcp',b'http',b'SF',1,2.0,30.0,0.0,255.0,0.01,True
350,0.0,b'tcp',b'http',b'SF',1,4.0,5.0,0.0,255.0,0.01,True
352,0.0,b'tcp',b'http',b'SF',1,11.0,11.0,0.0,255.0,0.01,True
353,0.0,b'tcp',b'http',b'SF',1,8.0,8.0,0.0,255.0,0.01,True
355,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.0,255.0,0.01,True
356,0.0,b'tcp',b'http',b'SF',1,9.0,9.0,0.0,255.0,0.01,True
357,0.0,b'tcp',b'http',b'SF',1,6.0,25.0,0.0,255.0,0.01,True
358,0.0,b'tcp',b'http',b'SF',1,3.0,3.0,0.0,255.0,0.01,True
361,0.0,b'tcp',b'http',b'SF',1,26.0,26.0,0.0,255.0,0.0,True
362,0.0,b'tcp',b'http',b'SF',1,36.0,36.0,0.0,255.0,0.0,True
370,0.0,b'tcp',b'http',b'SF',1,6.0,16.0,0.0,255.0,0.0,True
371,0.0,b'tcp',b'http',b'SF',1,16.0,26.0,0.0,255.0,0.0,True
372,0.0,b'tcp',b'http',b'SF',1,26.0,36.0,0.0,255.0,0.0,True
383,79.0,b'tcp',b'http',b'SF',1,3.0,3.0,0.0,255.0,0.0,True
389,0.0,b'tcp',b'http',b'SF',1,7.0,8.0,0.0,255.0,0.0,True
394,0.0,b'tcp',b'http',b'SF',1,21.0,23.0,0.0,255.0,0.0,True
395,0.0,b'tcp',b'http',b'SF',1,31.0,33.0,0.0,255.0,0.0,True
396,0.0,b'tcp',b'http',b'SF',1,1.0,2.0,0.0,255.0,0.0,True
397,0.0,b'tcp',b'http',b'SF',1,2.0,9.0,0.0,255.0,0.0,True
398,0.0,b'tcp',b'http',b'SF',1,2.0,33.0,0.0,255.0,0.0,True
399,0.0,b'tcp',b'http',b'SF',1,3.0,10.0,0.0,255.0,0.0,True
400,0.0,b'tcp',b'http',b'SF',1,3.0,4.0,0.0,255.0,0.0,True
402,0.0,b'tcp',b'http',b'SF',1,2.0,6.0,0.0,255.0,0.0,True
406,0.0,b'tcp',b'http',b'SF',1,3.0,11.0,0.0,255.0,0.0,True
409,0.0,b'tcp',b'http',b'SF',1,4.0,11.0,0.0,255.0,0.0,True
411,0.0,b'tcp',b'http',b'SF',1,2.0,8.0,0.0,255.0,0.0,True
412,0.0,b'tcp',b'http',b'SF',1,3.0,7.0,0.0,255.0,0.0,True
414,0.0,b'tcp',b'http',b'SF',1,3.0,12.0,0.0,255.0,0.0,True
417,0.0,b'tcp',b'http',b'SF',1,5.0,8.0,0.0,255.0,0.0,True
421,0.0,b'tcp',b'http',b'SF',1,12.0,13.0,0.0,255.0,0.0,True
422,0.0,b'tcp',b'http',b'SF',1,9.0,12.0,0.0,255.0,0.0,True
424,0.0,b'tcp',b'http',b'SF',1,7.0,39.0,0.0,255.0,0.0,True
426,0.0,b'tcp',b'http',b'SF',1,3.0,24.0,0.0,255.0,0.0,True
429,0.0,b'tcp',b'http',b'SF',1,5.0,6.0,0.0,255.0,0.0,True
433,0.0,b'tcp',b'http',b'SF',1,11.0,15.0,0.0,255.0,0.0,True
434,0.0,b'tcp',b'http',b'SF',1,10.0,23.0,0.0,255.0,0.0,True
435,0.0,b'tcp',b'http',b'SF',1,9.0,34.0,0.0,255.0,0.0,True
436,0.0,b'tcp',b'http',b'SF',1,8.0,9.0,0.0,255.0,0.0,True
437,0.0,b'tcp',b'http',b'SF',1,6.0,11.0,0.0,255.0,0.0,True
438,0.0,b'tcp',b'http',b'SF',1,6.0,9.0,0.0,255.0,0.0,True
444,0.0,b'tcp',b'http',b'SF',1,8.0,11.0,0.0,255.0,0.0,True
445,0.0,b'tcp',b'http',b'SF',1,6.0,13.0,0.0,255.0,0.0,True
446,0.0,b'tcp',b'http',b'SF',1,5.0,17.0,0.0,255.0,0.0,True
448,0.0,b'tcp',b'http',b'SF',1,2.0,7.0,0.0,255.0,0.0,True
449,0.0,b'tcp',b'http',b'SF',1,2.0,4.0,0.0,255.0,0.0,True
450,0.0,b'tcp',b'http',b'SF',1,12.0,14.0,0.0,255.0,0.0,True
451,0.0,b'tcp',b'http',b'SF',1,9.0,13.0,0.0,255.0,0.0,True
454,0.0,b'tcp',b'http',b'SF',1,6.0,7.0,0.0,255.0,0.0,True
458,0.0,b'tcp',b'http',b'SF',1,3.0,5.0,0.0,255.0,0.0,True
459,0.0,b'tcp',b'http',b'SF',1,2.0,3.0,0.0,255.0,0.0,True
463,0.0,b'tcp',b'http',b'SF',1,11.0,12.0,0.0,255.0,0.0,True
466,0.0,b'tcp',b'http',b'SF',1,8.0,12.0,0.0,255.0,0.0,True
491,0.0,b'tcp',b'http',b'SF',1,10.0,13.0,0.0,255.0,0.0,True
493,0.0,b'tcp',b'http',b'SF',1,6.0,8.0,0.0,255.0,0.0,True
501,0.0,b'tcp',b'http',b'SF',1,1.0,11.0,0.0,255.0,0.0,True
510,0.0,b'tcp',b'http',b'SF',1,14.0,16.0,0.0,255.0,0.0,True
512,0.0,b'tcp',b'http',b'SF',1,20.0,21.0,0.0,255.0,0.0,True
515,0.0,b'tcp',b'http',b'SF',1,21.0,21.0,0.0,255.0,0.0,True
519,0.0,b'tcp',b'http',b'SF',1,4.0,17.0,0.0,255.0,0.0,True
525,0.0,b'tcp',b'http',b'SF',1,16.0,21.0,0.0,255.0,0.0,True
531,0.0,b'tcp',b'http',b'SF',1,7.0,25.0,0.0,255.0,0.0,True
539,102.0,b'tcp',b'http',b'SF',1,4.0,7.0,0.0,255.0,0.0,True
547,0.0,b'tcp',b'http',b'SF',1,24.0,24.0,0.0,255.0,0.0,True
550,0.0,b'tcp',b'http',b'SF',1,28.0,29.0,0.0,255.0,0.0,True
551,0.0,b'tcp',b'http',b'SF',1,37.0,38.0,0.0,255.0,0.0,True
555,0.0,b'tcp',b'http',b'SF',1,31.0,31.0,0.0,255.0,0.0,True
556,0.0,b'tcp',b'http',b'SF',1,34.0,34.0,0.0,255.0,0.0,True
560,0.0,b'tcp',b'http',b'SF',1,32.0,32.0,0.0,255.0,0.0,True
572,0.0,b'tcp',b'http',b'SF',1,29.0,29.0,0.0,255.0,0.0,True
573,0.0,b'tcp',b'http',b'SF',1,39.0,39.0,0.0,255.0,0.0,True
576,0.0,b'tcp',b'http',b'SF',1,25.0,25.0,0.0,255.0,0.0,True
577,0.0,b'tcp',b'http',b'SF',1,35.0,35.0,0.0,255.0,0.0,True
581,0.0,b'tcp',b'http',b'SF',1,34.0,34.0,0.03,255.0,0.0,True
582,0.0,b'tcp',b'http',b'SF',0,3.0,3.0,0.0,255.0,0.0,True
585,0.0,b'tcp',b'http',b'SF',1,10.0,10.0,0.0,255.0,0.01,True
586,0.0,b'tcp',b'http',b'SF',1,19.0,19.0,0.0,255.0,0.01,True
587,0.0,b'tcp',b'http',b'SF',1,28.0,28.0,0.0,255.0,0.01,True
588,0.0,b'tcp',b'http',b'SF',1,37.0,37.0,0.0,255.0,0.01,True
589,0.0,b'tcp',b'http',b'SF',1,17.0,17.0,0.0,255.0,0.01,True
590,0.0,b'tcp',b'http',b'SF',1,27.0,27.0,0.0,255.0,0.01,True
593,0.0,b'tcp',b'http',b'SF',1,16.0,16.0,0.0,255.0,0.01,True
594,0.0,b'tcp',b'http',b'SF',1,26.0,26.0,0.0,255.0,0.01,True
595,0.0,b'tcp',b'http',b'SF',1,36.0,36.0,0.0,255.0,0.01,True
596,0.0,b'tcp',b'http',b'SF',1,5.0,6.0,0.0,255.0,0.01,True
599,0.0,b'tcp',b'http',b'SF',1,12.0,30.0,0.0,255.0,0.01,True
600,0.0,b'tcp',b'http',b'SF',1,21.0,39.0,0.0,255.0,0.01,True
601,0.0,b'tcp',b'http',b'SF',1,30.0,48.0,0.0,255.0,0.01,True
602,0.0,b'tcp',b'http',b'SF',1,39.0,57.0,0.0,255.0,0.01,True
603,0.0,b'tcp',b'http',b'SF',1,15.0,15.0,0.0,255.0,0.01,True
604,0.0,b'tcp',b'http',b'SF',1,25.0,25.0,0.0,255.0,0.01,True
605,0.0,b'tcp',b'http',b'SF',1,35.0,35.0,0.0,255.0,0.01,True
608,0.0,b'tcp',b'http',b'SF',1,16.0,20.0,0.0,255.0,0.0,True
609,0.0,b'tcp',b'http',b'SF',1,25.0,30.0,0.0,255.0,0.0,True
619,0.0,b'tcp',b'http',b'SF',1,37.0,37.0,0.0,255.0,0.0,True
622,0.0,b'tcp',b'http',b'SF',1,1.0,4.0,0.0,255.0,0.0,True
631,0.0,b'tcp',b'http',b'SF',1,13.0,17.0,0.0,255.0,0.0,True
632,0.0,b'tcp',b'http',b'SF',1,22.0,28.0,0.0,255.0,0.0,True
633,0.0,b'tcp',b'http',b'SF',1,3.0,20.0,0.0,255.0,0.0,True
634,0.0,b'tcp',b'http',b'SF',1,13.0,30.0,0.0,255.0,0.0,True
635,0.0,b'tcp',b'http',b'SF',1,23.0,40.0,0.0,255.0,0.0,True
636,0.0,b'tcp',b'http',b'SF',1,33.0,50.0,0.0,255.0,0.0,True
638,0.0,b'tcp',b'http',b'SF',1,12.0,16.0,0.0,255.0,0.0,True
642,0.0,b'tcp',b'http',b'SF',1,21.0,26.0,0.0,255.0,0.0,True
646,0.0,b'tcp',b'http',b'SF',1,6.0,6.0,0.17,255.0,0.0,True
647,0.0,b'tcp',b'http',b'SF',1,16.0,16.0,0.06,255.0,0.0,True
648,0.0,b'tcp',b'http',b'SF',1,26.0,26.0,0.04,255.0,0.0,True
649,0.0,b'tcp',b'http',b'SF',1,36.0,36.0,0.03,255.0,0.0,True
650,0.0,b'tcp',b'http',b'SF',1,19.0,25.0,0.0,255.0,0.0,True
653,0.0,b'tcp',b'http',b'SF',1,27.0,27.0,0.0,255.0,0.0,True
658,0.0,b'tcp',b'http',b'SF',1,18.0,19.0,0.0,255.0,0.0,True
664,0.0,b'tcp',b'http',b'SF',1,1.0,3.0,0.0,255.0,0.0,True
665,0.0,b'tcp',b'http',b'SF',1,11.0,13.0,0.0,255.0,0.0,True
667,0.0,b'tcp',b'http',b'SF',1,31.0,32.0,0.0,255.0,0.0,True
668,0.0,b'tcp',b'http',b'SF',1,41.0,42.0,0.0,255.0,0.0,True
670,0.0,b'tcp',b'http',b'SF',1,20.0,20.0,0.0,255.0,0.0,True
679,0.0,b'tcp',b'http',b'SF',1,19.0,22.0,0.0,255.0,0.0,True
680,0.0,b'tcp',b'http',b'SF',1,29.0,32.0,0.0,255.0,0.0,True
681,0.0,b'tcp',b'http',b'SF',1,39.0,42.0,0.0,255.0,0.0,True
686,0.0,b'tcp',b'http',b'SF',1,1.0,13.0,0.0,255.0,0.0,True
687,0.0,b'tcp',b'http',b'SF',1,11.0,23.0,0.0,255.0,0.0,True
694,0.0,b'tcp',b'http',b'SF',1,41.0,41.0,0.0,255.0,0.0,True
717,0.0,b'tcp',b'http',b'SF',1,38.0,38.0,0.0,255.0,0.0,True
724,1.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,2.0,0.0,True
725,0.0,b'tcp',b'smtp',b'SF',1,1.0,2.0,0.0,10.0,0.0,True
726,0.0,b'tcp',b'finger',b'SF',0,1.0,1.0,0.0,3.0,0.0,True
727,0.0,b'tcp',b'smtp',b'SF',1,1.0,4.0,0.0,26.0,0.0,True
728,1.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,34.0,0.0,True
729,1.0,b'tcp',b'smtp',b'SF',1,1.0,5.0,0.0,41.0,0.0,True
730,1.0,b'tcp',b'smtp',b'SF',1,1.0,5.0,0.0,50.0,0.0,True
731,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,6.0,0.0,True
732,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,16.0,0.0,True
733,8.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,26.0,0.0,True
734,7.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,36.0,0.0,True
735,0.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,46.0,0.0,True
736,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,56.0,0.0,True
737,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,66.0,0.0,True
738,0.0,b'udp',b'domain_u',b'SF',0,1.0,2.0,0.0,76.0,0.0,True
739,0.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,85.0,0.0,True
740,4.0,b'udp',b'domain_u',b'SF',0,1.0,1.0,0.0,95.0,0.0,True
741,0.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,54.0,0.0,True
742,0.0,b'tcp',b'smtp',b'SF',1,1.0,3.0,0.0,64.0,0.0,True
743,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,72.0,0.0,True
744,184.0,b'tcp',b'telnet',b'SF',1,1.0,1.0,0.0,3.0,0.0,False
745,305.0,b'tcp',b'telnet',b'SF',1,1.0,1.0,0.0,4.0,0.0,False
746,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,86.0,0.0,True
747,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,92.0,0.0,True
748,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,100.0,0.0,True
749,0.0,b'tcp',b'smtp',b'SF',1,1.0,4.0,0.0,108.0,0.0,True
750,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,116.0,0.0,True
751,257.0,b'tcp',b'telnet',b'SF',1,1.0,1.0,0.0,15.0,0.13,True
752,0.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,117.0,0.0,True
753,1.0,b'tcp',b'smtp',b'SF',1,1.0,1.0,0.0,120.0,0.0,True
754,0.0,b'tcp',b'smtp',b'SF',1,1.0,2.0,0.0,121.0,0.0,True
755,0.0,b'tcp',b'finger',b'SF',0,1.0,1.0,0.0,14.0,0.0,True
